day,wind100_spread,wind100_mean,wind10_spread,wind10_mean,ssrd_spread,ssrd_mean,t2m_spread,n_valid_times,lear_mae
2025-04-27 00:00:00+00:00,0.4548,5.0739,0.4084,2.9306,32798.1364,2.9561268e+06,0.2835,8,23.6213
2025-04-28 00:00:00+00:00,0.2791,3.6657,0.2544,2.0473,29893.421,2.9711038e+06,0.2376,8,10.9978
2025-04-29 00:00:00+00:00,0.3282,4.1746,0.3366,2.4203,40599.7973,2.8818955e+06,0.254,8,12.5831
2025-04-30 00:00:00+00:00,0.3629,3.6752,0.3083,2.089,48464.8035,2.919438e+06,0.2621,8,10.7671
2025-05-01 00:00:00+00:00,0.252,3.0438,0.2279,1.7223,45982.2276,2.9709298e+06,0.2772,8,19.0369
2025-05-02 00:00:00+00:00,0.4014,5.1955,0.3992,3.0656,92566.8472,2.6588765e+06,0.3535,8,8.9326
2025-05-03 00:00:00+00:00,0.5505,5.6469,0.5155,3.5962,142448.0889,2.271828e+06,0.3381,8,11.6707
2025-05-04 00:00:00+00:00,0.6665,6.8351,0.699,4.6567,202904.0257,1.9067942e+06,0.3462,8,16.3371
2025-05-05 00:00:00+00:00,0.5219,6.2301,0.4995,4.1421,150450.8897,2.0926638e+06,0.3234,8,12.3963
2025-05-06 00:00:00+00:00,0.5006,5.7,0.4688,3.7461,137625.6416,2.2423855e+06,0.2494,8,11.1142
2025-05-07 00:00:00+00:00,0.431,4.8032,0.4102,3.0381,192311.61,2.2936402e+06,0.3387,8,7.6491
2025-05-08 00:00:00+00:00,0.4163,4.6369,0.351,2.8546,178667.7694,2.280275e+06,0.3283,8,9.1539
2025-05-09 00:00:00+00:00,0.4633,4.5643,0.447,2.7686,147274.9889,2.6890242e+06,0.3339,8,11.2957
2025-05-10 00:00:00+00:00,0.4388,4.3985,0.4221,2.704,109307.0444,2.9357352e+06,0.2814,8,19.8859
2025-05-11 00:00:00+00:00,0.3844,5.2792,0.3813,3.223,64731.4168,3.1121752e+06,0.2921,8,37.8877
2025-05-12 00:00:00+00:00,0.5257,5.6135,0.5381,3.5445,56015.292,3.1437158e+06,0.3135,8,15.8536
2025-05-13 00:00:00+00:00,0.3711,4.3042,0.3428,2.5886,39902.9787,3.21545e+06,0.2164,8,11.8829
2025-05-14 00:00:00+00:00,0.3481,4.871,0.3424,3.1289,57962.8867,3.1931715e+06,0.2082,8,10.2065
2025-05-15 00:00:00+00:00,0.5621,6.8307,0.5454,4.4138,143210.9697,2.8272795e+06,0.3172,8,7.9351
2025-05-16 00:00:00+00:00,0.6149,6.296,0.604,3.9943,162415.4479,2.6380905e+06,0.2575,8,12.7521
2025-05-17 00:00:00+00:00,0.6802,6.3992,0.625,4.1351,190650.7175,2.4581625e+06,0.2821,8,14.2086
2025-05-18 00:00:00+00:00,0.5707,5.7075,0.5185,3.6259,199128.7432,2.440541e+06,0.2845,8,6.9745
2025-05-19 00:00:00+00:00,0.4934,5.0704,0.4556,3.0783,133134.5387,2.5918172e+06,0.2731,8,12.3547
2025-05-20 00:00:00+00:00,0.3858,4.217,0.3934,2.6087,124429.0957,2.979775e+06,0.3148,8,9.1742
2025-05-21 00:00:00+00:00,0.4852,6.3376,0.5479,4.3356,143460.3577,2.6943645e+06,0.2346,8,7.2022
2025-05-22 00:00:00+00:00,0.5488,7.5734,0.6041,5.2801,205016.083,2.1219932e+06,0.2977,8,9.4553
2025-05-23 00:00:00+00:00,0.5823,6.2759,0.5674,4.2972,216517.6404,2.5089165e+06,0.2871,8,12.3855
2025-05-24 00:00:00+00:00,0.5592,5.5537,0.5306,3.6341,201550.303,2.3535995e+06,0.3111,8,13.5488
2025-05-25 00:00:00+00:00,0.811,7.7314,0.8032,4.8596,229010.522,1.4771932e+06,0.3826,8,14.7421
2025-05-26 00:00:00+00:00,0.5693,6.4559,0.5337,4.1418,168963.6871,2.693251e+06,0.306,8,14.5567
2025-05-27 00:00:00+00:00,0.637,7.2218,0.6039,4.589,219380.7196,2.0093315e+06,0.3049,8,12.1866
2025-05-28 00:00:00+00:00,0.8304,8.1295,0.6923,5.0732,195304.5313,1.8483485e+06,0.2865,8,20.959
2025-05-29 00:00:00+00:00,0.5404,6.5168,0.5232,4.2101,148185.0011,2.3358645e+06,0.2378,8,14.1544
2025-05-30 00:00:00+00:00,0.5943,6.8116,0.5552,4.2869,237009.2863,2.5318628e+06,0.3548,8,20.7838
2025-05-31 00:00:00+00:00,0.3973,3.5557,0.3731,2.2466,140268.1284,3.002332e+06,0.3442,8,18.1137
2025-06-01 00:00:00+00:00,0.5914,5.4608,0.5317,3.3768,176682.7945,2.504849e+06,0.3572,8,9.8054
2025-06-02 00:00:00+00:00,0.5603,5.2997,0.5493,3.4374,187758.308,2.6287248e+06,0.2947,8,14.4443
2025-06-03 00:00:00+00:00,0.3892,4.8724,0.4003,3.0559,164065.0012,2.721278e+06,0.2849,8,9.9785
2025-06-04 00:00:00+00:00,0.4976,5.8139,0.4421,3.6091,208145.2204,2.4107662e+06,0.3235,8,13.0711
